1	0.147088	-0.999473	-0.907324	-0.999529	-0.988568	-0.999442	-0.998720	-0.631630	0.999169	0.978849	-0.997435	-0.999397	-0.965147	0.998336	0.999032	-0.863103	-0.996833	-0.566203	-0.996448	-0.957864	-0.997660	-0.998623	0.999306	0.756068	0.999444	0.830249	0.996052	-0.998554	0.646841	0.998722	-0.996123	0.995557	-0.991997	-0.999328	-0.997676	0.999241	0.999142	-0.997889	-0.478827	0.996631	0.820471	-0.747464	0.859865	0.492970	-0.507127	0.998802	-0.500591	-0.998484	0.959487	-0.744283	-0.043158	-0.999446	-0.975504	0.998904	0.999438	0.995711	-0.997088	-0.962237	-0.695829	0.962067	0.896813	0.824324	-0.999239	0.999454
2	0.571029	-0.999778	-0.797032	-0.999999	-0.998660	-0.999766	-0.998935	0.863462	0.999499	-0.746763	-0.999892	-0.999609	-0.949653	0.999338	0.998861	-0.816526	-0.997913	-0.686278	-0.995536	-0.985716	-0.998096	-0.998725	0.999601	0.786471	0.999527	0.612535	0.995545	-0.999318	0.544941	0.999001	-0.996710	0.997244	-0.988691	-0.999551	-0.997801	0.999644	0.999255	-0.998827	0.798405	0.995989	0.978420	-0.582753	0.695972	0.346227	-0.590707	0.999469	-0.747058	-0.999600	0.894110	-0.772031	0.996554	-0.999708	-0.977687	0.999214	0.999730	0.997348	-0.998145	-0.952492	-0.724816	0.964630	0.701195	0.139847	-0.999624	0.999775
3	0.566438	-0.999702	-0.707768	-0.999999	-0.998993	-0.999808	-0.998820	0.903019	0.999334	-0.353079	-0.999938	-0.999693	-0.944596	0.999271	0.999327	-0.790112	-0.998353	-0.435407	-0.996484	-0.975118	-0.998590	-0.999046	0.999621	0.160984	0.999576	0.624301	0.996567	-0.999348	0.570724	0.999078	-0.997565	0.996958	-0.986392	-0.999642	-0.998722	0.999647	0.999223	-0.998840	0.526127	0.996124	0.988130	-0.584637	0.757559	0.837296	-0.565996	0.999464	-0.357329	-0.999393	0.843028	-0.760633	0.995564	-0.999701	-0.982801	0.999279	0.999717	0.996589	-0.996950	-0.943855	-0.563876	0.980080	0.491268	0.681377	-0.999662	0.999767
4	0.524887	-0.999753	-0.544927	-1.000000	-0.999415	-0.999789	-0.998853	0.937963	0.999263	-0.905295	-0.999975	-0.999689	-0.891138	0.999408	0.999283	-0.776507	-0.998508	-0.523962	-0.996352	-0.987782	-0.998604	-0.999197	0.999595	0.446395	0.999557	0.456317	0.996515	-0.999428	0.515352	0.999000	-0.997321	0.997205	-0.978901	-0.999671	-0.998884	0.999654	0.999130	-0.999075	0.761795	0.993619	0.990318	-0.519500	0.565500	0.792187	-0.577995	0.999562	-0.593468	-0.999574	0.684966	-0.750989	0.999409	-0.999708	-0.984643	0.999299	0.999753	0.997612	-0.997065	-0.943808	-0.648891	0.986680	0.093490	0.687927	-0.999696	0.999766
5	0.610910	-0.999617	-0.554224	-0.999999	-0.998795	-0.999633	-0.998213	0.862969	0.999180	-0.780703	-0.999920	-0.999420	-0.939828	0.998897	0.998460	-0.767009	-0.997148	-0.579681	-0.992842	-0.971554	-0.997339	-0.998079	0.999335	0.555910	0.999307	0.563922	0.993500	-0.998793	0.655324	0.998533	-0.996034	0.994816	-0.981991	-0.999271	-0.997221	0.999443	0.998809	-0.997987	0.521435	0.994719	0.985468	-0.578754	0.605095	0.427617	-0.531386	0.999146	-0.718617	-0.999212	0.903256	-0.759451	0.997704	-0.999490	-0.975103	0.998740	0.999549	0.995460	-0.997310	-0.921534	-0.562406	0.948400	0.400145	-0.062059	-0.999514	0.999628
6	0.131855	-0.999317	-0.478268	-1.000000	-0.999049	-0.999374	-0.997102	0.780566	0.998559	-0.761330	-0.999949	-0.998936	-0.926165	0.997661	0.997433	-0.562296	-0.994850	-0.406260	-0.985967	-0.903937	-0.995309	-0.995902	0.998789	-0.074355	0.998956	0.394822	0.987671	-0.998015	0.415868	0.997635	-0.994366	0.990153	-0.976643	-0.998582	-0.995547	0.999075	0.998254	-0.996260	-0.603115	0.993400	0.991694	-0.353512	0.152544	0.265058	-0.272021	0.998343	-0.257814	-0.998721	0.923358	-0.428000	0.998825	-0.999228	-0.957876	0.997950	0.999154	0.990514	-0.995478	-0.891636	-0.528190	0.773284	0.030990	-0.797709	-0.999054	0.999348
7	-0.011623	-0.999338	-0.767028	-0.999997	-0.998188	-0.999307	-0.998108	0.525374	0.998867	0.553073	-0.999878	-0.999284	-0.923015	0.998179	0.998624	-0.654275	-0.996053	-0.307436	-0.992508	-0.928112	-0.997203	-0.997929	0.999130	0.084602	0.999209	0.579338	0.992988	-0.998608	0.143885	0.997891	-0.995372	0.993858	-0.986244	-0.999145	-0.997424	0.999141	0.998644	-0.997390	-0.777517	0.995662	0.983489	-0.396255	0.669191	0.635912	-0.383970	0.998730	-0.151596	-0.998432	0.919911	-0.564191	0.980930	-0.999217	-0.972852	0.998773	0.999307	0.993000	-0.995911	-0.894021	-0.328956	0.919472	0.687600	-0.055071	-0.999072	0.999434
8	-0.045008	-0.999492	-0.744149	-0.999999	-0.999067	-0.999469	-0.998241	0.818366	0.999038	0.013127	-0.999957	-0.999427	-0.906203	0.998625	0.998731	-0.624144	-0.996323	-0.342448	-0.993441	-0.926527	-0.997885	-0.998408	0.999318	-0.187913	0.999374	0.394917	0.992407	-0.998953	0.050916	0.998271	-0.996125	0.994350	-0.987924	-0.999372	-0.997995	0.999325	0.998844	-0.997721	-0.640264	0.996272	0.992981	-0.369941	0.595855	0.790202	-0.428226	0.999004	-0.137495	-0.998817	0.895472	-0.611954	0.995689	-0.999407	-0.975164	0.999006	0.999504	0.993838	-0.996285	-0.890735	-0.275298	0.921300	0.633128	-0.303041	-0.999225	0.999611
9	0.245180	-0.999573	-0.550872	-0.999994	-0.998289	-0.998300	-0.997770	-0.963320	0.999232	-0.119734	-0.999629	-0.998983	-0.961625	0.997734	0.994242	-0.575390	-0.991718	-0.379772	-0.989062	-0.956646	-0.996853	-0.997111	0.999155	0.452643	0.998788	-0.624205	0.991344	-0.997696	0.149864	0.998111	-0.988553	0.994005	-0.981447	-0.998728	-0.993911	0.998779	0.998529	-0.997804	-0.445896	0.995022	0.698336	0.051854	0.600788	-0.695068	-0.510738	0.998492	-0.776125	-0.998922	0.914771	-0.386566	0.959203	-0.999238	-0.976066	0.998651	0.999207	0.993425	-0.997680	-0.854301	-0.337127	0.807551	0.813634	-0.930175	-0.998292	0.999538
10	0.898428	-0.965197	-0.699700	0.821793	0.488011	-0.979964	-0.959302	-0.999999	0.954475	0.995874	0.584961	-0.958591	-0.899806	0.956556	0.958968	-0.915571	-0.954113	-0.922719	-0.963817	-0.981700	-0.911989	-0.966140	0.958595	0.772072	0.959071	0.789350	0.968467	-0.952825	0.932414	0.929525	-0.948285	0.966165	-0.946886	-0.953483	-0.944090	0.968231	0.925354	-0.950525	0.770849	0.921221	-0.999369	-0.786926	0.879001	0.523235	-0.397448	0.964269	-0.577749	-0.969315	0.844682	-0.728002	-0.982080	-0.963968	-0.818401	0.956061	0.965588	0.969514	-0.961717	-0.897947	-0.866201	0.957034	0.944421	0.797178	-0.978102	0.964988
